,course_name,tags,Course Rating,Difficulty_Level,user_profile,Marks,Recommendation
2764,Infonomics I Business Information Economics and Data Monetization,infonom i busi inform econom and data monetizationintermediatestudentproduct manag infonom inform theori analyt big data busi intellig asset manag intang asset asset monet busi business-essentials4.713,4.7,Intermediate,Student,13,"Infonomics II Business Information Management and Measurement,Foundations of strategic business analytics,Business Metrics for Data-Driven Companies,Introduction to Business Analytics with R,Business intelligence and data analytics Generate insights,Visualizing Citibike Trips with Tableau"
2824,An Introduction to Interactive Programming in Python (Part 1),an introduct to interact program in python (part 1)advancedstudentprogram principl principl semant syntax python syntax and semant languag comput program interact comput interact python program computer-sci software-development4.713,4.7,Advanced,Student,13,"An Introduction to Interactive Programming in Python (Part 2),Python Basics,Python Programming A Concise Introduction,Learn to Program The Fundamentals,Python Programming Essentials,Programming for Everybody (Getting Started with Python)"
2940,Collaborative Robot Safety Design & Deployment,collabor robot safeti design & deploymentbeginnerstudentaccid servic robot spot weld weld collabor robot safeti chemic engin measur occup safeti and health administr physical-science-and-engin mechanical-engineering4.713,4.7,Beginner,Student,13,"Safety in the Utility Industry,The Effect of Fires on People Property and the Environment,Mechanics of Materials I Fundamentals of Stress & Strain and Axial Loading,Applications in Engineering Mechanics,Material Processing,Material Behavior"
3007,Unordered Data Structures,unord data structuresadvancedstudentdata structur graph algorithm tree travers span tree algorithm shortest path problem graph travers c++ graph hash computer-sci software-development4.713,4.7,Advanced,Student,13,"Algorithms on Graphs,Advanced Data Structures in Java,Introduction to Graph Theory,Data Structures and Performance,Data Structures and Performance,Algorithms Part II"
3257,Create Online Employee Onboarding Course with Eduflow,creat onlin employe onboard cours with eduflowbeginnerstudentbusi project onboard brand human resourc deep learn flow network employ cultur interact learn busi leadership-and-management4.713,4.7,Beginner,Student,13,"Creating Interactive Learning Videos with Edpuzzle,Hiring and Onboarding Employees with ClickUp,Deep Learning for Business,Building Deep Learning Models with TensorFlow,Create Employee Management System with When I Work,Structuring Machine Learning Projects"
3263,Introduction to Thermodynamics Transferring Energy from Here to There,introduct to thermodynam transfer energi from here to therebeginnerstudent.properti energi analysi law energi conserv fluid mechan energi system phase diagram energi analysi mechan engin physical-science-and-engin mechanical-engineering4.713,4.7,Beginner,Student,13,"Energy The Enterprise,Solar Energy Basics,Our Energy Future,Wind resources for renewable energies,Fundamentals of Global Energy Business,Energy Environment and Everyday Life"
3292,Essential Google Cloud Infrastructure Foundation,essenti googl cloud infrastructur foundationconversantstudentcloud infrastructur privat network virtual machin cloud storag cloud comput virtual privat network network architectur cloud platform architectur googl cloud platform information-technolog cloud-computing4.713,4.7,Conversant,Student,13,"Essential Google Cloud Infrastructure Foundation,Essential Google Cloud Infrastructure Foundation,Essential Google Cloud Infrastructure Core Services,Essential Google Cloud Infrastructure Core Services,Essential Google Cloud Infrastructure Core Services,Elastic Google Cloud Infrastructure Scaling and Automation"
1591,The AI Ladder A Framework for Deploying AI in your Enterprise,the ai ladder a framework for deploy ai in your enterprisebeginnerstudentat-wil employ inform architectur busi solut leadership machin learn project thought evalu leverag financ ladder busi leadership-and-management4.712,4.7,Beginner,Student,12,"Business Implications of AI A Nano-course,Business Implications of AI Full course,Leadership Through Social Influence,CAPSTONE Your Leadership Challenge,Adapt your leadership style,Technology Leadership and Entrepreneurship"
1675,Russian Alphabet,russian alphabetbeginnerprofessionalstress russian memori languag english languag real estat broker languag learn korean languag materi r&d manag language-learn other-languages4.712,4.7,Beginner,Professional,12,"Japanese for beginners 1,Russian for beginners 1. ??????? ???? A1,Spanish Vocabulary Careers and Social Events,Tricky English Grammar,Lesson | Get Ready for the Interview,Miracles of Human Language An Introduction to Linguistics"
1680,Leading transformations Manage change,lead transform manag changeintermediateprofessionalchang manag human error assess and reduct techniqu organiz chart storytel coercion decept influenc leadership commun leadership and manag busi leadership-and-management4.712,4.7,Intermediate,Professional,12,"Leading People and Teams Capstone,International Leadership and Organizational Behavior,Leadership Through Social Influence,Leadership and Emotional Intelligence,Leadership Through Marketing,Leadership in 21st Century Organizations"
2051,Networks and Communications Security,network and commun securityadvancedprofessionalsublay virtual circuit secur virtual lan wireless fibr channel over ethernet virtual privat lan servic domain name system control plane data link layer information-technolog security4.712,4.7,Advanced,Professional,12,"Introduction to Virtual Reality,Security and Privacy for Big Data - Part 1,Data Privacy Fundamentals,Palo Alto Networks Academy Cybersecurity Foundation,Check Point Jump Start Network Security,Proactive Computer Security"
2217,Data Privacy Fundamentals,data privaci fundamentalsbeginnerstudentinform privaci data govern law person identifi inform person advertis data protect vertru privaci internet of thing data secur information-technolog security4.712,4.7,Beginner,Student,12,"IBM Data Privacy for Information Architecture,Security and Privacy for Big Data - Part 2,Security and Privacy for Big Data - Part 1,Privacy in the Western World,Privacy in Europe,Privacy in the USA"
2302,Programming for the Internet of Things Project,program for the internet of thing projectadvancedprofessionalinternet comput program internet of thing python program electr engin specif technic standard raspberri pi project arduino electron physical-science-and-engin electrical-engineering4.712,4.7,Advanced,Professional,12,"Building Arduino robots and devices,Interfacing with the Raspberry Pi,Interfacing with the Arduino,The Raspberry Pi Platform and Python Programming for the Raspberry Pi,Internet of Things How did we get here?,Internet of Things Sensing and Actuation From Devices"
2678,Understanding Memory Explaining the Psychology of Memory through Movies,understand memori explain the psycholog of memori through moviesbeginnerstudentfilm diseas psycholog process human learn dementia memori process memori euler' totient function age life-sci psychology4.712,4.7,Beginner,Student,12,"Understanding the Brain The Neurobiology of Everyday Life,Introduction to Psychology,Introduction to Pointers and Memory Management in C/C++,Create a Memory Puzzle Game in Python Using Pygame,Introductory Human Physiology,The Psychology of Thrill Seekers"
2787,International Business II,intern busi iibeginnerstudentmarket condit market econom drop ship invest entrepreneurship intern law global market foreign polici human learn global busi business-strategy4.712,4.7,Beginner,Student,12,"International Business I,Global Strategy II Doing Business in The Global Economy,International B2B (Business to Business) Marketing,International Business Capstone,Business Strategies for Emerging Markets,International Entertainment and Sports Marketing"
